mongo  | about to fork child process, waiting until server is ready for connections.
mongo            | {"t":{"$date":"2026-03-16T17:29:29.598+00:00"},"s":"I",  "c":"INDEX",    "id":3684100, "ctx":"SignalHandler","msg":"Shutting down TTL collection monitor thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"INDEX",    "id":3684101, "ctx":"SignalHandler","msg":"Finished shutting down TTL collection monitor thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"CONTROL",  "id":6278511, "ctx":"SignalHandler","msg":"Shutting down the Change Stream Expired Pre-images Remover"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"CONTROL",  "id":4784929, "ctx":"SignalHandler","msg":"Acquiring the global lock for shutdown"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"CONTROL",  "id":4784930, "ctx":"SignalHandler","msg":"Shutting down the storage engine"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22320,   "ctx":"SignalHandler","msg":"Shutting down journal flusher thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22321,   "ctx":"SignalHandler","msg":"Finished shutting down journal flusher thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22322,   "ctx":"SignalHandler","msg":"Shutting down checkpoint thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22323,   "ctx":"SignalHandler","msg":"Finished shutting down checkpoint thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22261,   "ctx":"SignalHandler","msg":"Timestamp monitor shutting down"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":20282,   "ctx":"SignalHandler","msg":"Deregistering all the collections"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22317,   "ctx":"SignalHandler","msg":"WiredTigerKVEngine shutting down"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.599+00:00"},"s":"I",  "c":"STORAGE",  "id":22318,   "ctx":"SignalHandler","msg":"Shutting down session sweeper thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.600+00:00"},"s":"I",  "c":"STORAGE",  "id":22319,   "ctx":"SignalHandler","msg":"Finished shutting down session sweeper thread"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.602+00:00"},"s":"I",  "c":"STORAGE",  "id":4795902, "ctx":"SignalHandler","msg":"Closing WiredTiger","attr":{"closeConfig":"leak_memory=true,use_timestamp=false,"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.603+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682169,"ts_usec":603278,"thread":"28:0x7f7fae588640","session_name":"close_ckpt","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":6,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 47, snapshot max: 47 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 1"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.670+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682169,"ts_usec":670109,"thread":"28:0x7f7fae588640","session_name":"WT_CONNECTION.close","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"shutdown checkpoint has successfully finished and ran for 67 milliseconds"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.670+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"SignalHandler","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682169,"ts_usec":670928,"thread":"28:0x7f7fae588640","session_name":"WT_CONNECTION.close","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"shutdown was completed successfully and took 68ms, including 0ms for the rollback to stable, and 67ms for the checkpoint."}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.738+00:00"},"s":"I",  "c":"STORAGE",  "id":4795901, "ctx":"SignalHandler","msg":"WiredTiger closed","attr":{"durationMillis":136}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.738+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.739+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.739+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.741+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.742+00:00"},"s":"I",  "c":"CONTROL",  "id":8423404, "ctx":"SignalHandler","msg":"mongod shutdown complete","attr":{"Summary of time elapsed":{"Statistics":{"Enter terminal shutdown":"0 ms","Step down the replication coordinator for shutdown":"1 ms","Time spent in quiesce mode":"0 ms","Shut down FLE Crud subsystem":"0 ms","Shut down MirrorMaestro":"0 ms","Shut down WaitForMajorityService":"2 ms","Shut down the logical session cache":"0 ms","Shut down the transport layer":"2 ms","Shut down the global connection pool":"0 ms","Shut down the flow control ticket holder":"2 ms","Kill all operations for shutdown":"0 ms","Shut down all tenant migration access blockers on global shutdown":"1 ms","Shut down all open transactions":"0 ms","Acquire the RSTL for shutdown":"0 ms","Shut down the IndexBuildsCoordinator and wait for index builds to finish":"0 ms","Shut down the replica set monitor":"0 ms","Shut down the migration util executor":"0 ms","Shut down the health log":"0 ms","Shut down the TTL monitor":"1 ms","Shut down expired pre-images and documents removers":"0 ms","Shut down the storage engine":"139 ms","Wait for the oplog cap maintainer thread to stop":"0 ms","Shut down full-time data capture":"0 ms","shutdownTask total elapsed time":"157 ms"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:29.743+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
mongo            | 
mongo            | MongoDB init process complete; ready for start up.
mongo            | 
mongo            | {"t":{"$date":"2026-03-16T17:29:30.631+00:00"},"s":"I",  "c":"NETWORK",  "id":4915701, "ctx":"main","msg":"Initialized wire specification","attr":{"spec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":21},"outgoing":{"minWireVersion":6,"maxWireVersion":21},"isInternalClient":true}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.633+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.634+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.635+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationDonorService","namespace":"config.tenantMigrationDonors"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.635+00:00"},"s":"I",  "c":"REPL",     "id":5123008, "ctx":"main","msg":"Successfully registered PrimaryOnlyService","attr":{"service":"TenantMigrationRecipientService","namespace":"config.tenantMigrationRecipients"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.635+00:00"},"s":"I",  "c":"CONTROL",  "id":5945603, "ctx":"main","msg":"Multi threading initialized"}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.635+00:00"},"s":"I",  "c":"TENANT_M", "id":7091600, "ctx":"main","msg":"Starting TenantMigrationAccessBlockerRegistry"}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.636+00:00"},"s":"I",  "c":"CONTROL",  "id":4615611, "ctx":"initandlisten","msg":"MongoDB starting","attr":{"pid":1,"port":27017,"dbPath":"/data/db","architecture":"64-bit","host":"b767074eaee6"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.636+00:00"},"s":"I",  "c":"CONTROL",  "id":23403,   "ctx":"initandlisten","msg":"Build Info","attr":{"buildInfo":{"version":"7.0.30","gitVersion":"67480f41dfa5802ce14af5c95bd0e9826d3b2131","openSSLVersion":"OpenSSL 3.0.2 15 Mar 2022","modules":[],"allocator":"tcmalloc","environment":{"distmod":"ubuntu2204","distarch":"x86_64","target_arch":"x86_64"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.636+00:00"},"s":"I",  "c":"CONTROL",  "id":51765,   "ctx":"initandlisten","msg":"Operating System","attr":{"os":{"name":"Ubuntu","version":"22.04"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.636+00:00"},"s":"I",  "c":"CONTROL",  "id":21951,   "ctx":"initandlisten","msg":"Options set by command line","attr":{"options":{"net":{"bindIp":"*"},"security":{"authorization":"enabled"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.638+00:00"},"s":"I",  "c":"STORAGE",  "id":22270,   "ctx":"initandlisten","msg":"Storage engine to use detected by data files","attr":{"dbpath":"/data/db","storageEngine":"wiredTiger"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.643+00:00"},"s":"I",  "c":"STORAGE",  "id":22297,   "ctx":"initandlisten","msg":"Using the XFS filesystem is strongly recommended with the WiredTiger storage engine. See http://dochub.mongodb.org/core/prodnotes-filesystem","tags":["startupWarnings"]}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.643+00:00"},"s":"I",  "c":"STORAGE",  "id":22315,   "ctx":"initandlisten","msg":"Opening WiredTiger","attr":{"config":"create,cache_size=1445M,session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,remove=true,path=journal,compressor=snappy),builtin_extension_config=(zstd=(compression_level=6)),file_manager=(close_idle_time=600,close_scan_interval=10,close_handle_minimum=2000),statistics_log=(wait=0),json_output=(error,message),verbose=[recovery_progress:1,checkpoint_progress:1,compact_progress:1,backup:0,checkpoint:0,compact:0,evict:0,history_store:0,recovery:0,rts:0,salvage:0,tiered:0,timestamp:0,transaction:0,verify:0,log:0],"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.756+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682170,"ts_usec":756417,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Recovering log 1 through 2"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.816+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682170,"ts_usec":816688,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Recovering log 2 through 2"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.880+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682170,"ts_usec":880601,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Main recovery loop: starting at 1/32512 to 2/256"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:30.944+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682170,"ts_usec":944365,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Recovering log 1 through 2"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.000+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":721,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Recovering log 2 through 2"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.037+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":37396,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"recovery log replay has successfully finished and ran for 281 milliseconds"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.037+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":37646,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Set global recovery timestamp: (0, 0)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.037+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":37827,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"Set global oldest timestamp: (0, 0)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.038+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":38022,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"recovery rollback to stable has successfully finished and ran for 0 milliseconds"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.044+00:00"},"s":"I",  "c":"WTCHKPT",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":44044,"thread":"1:0x77dc59635c80","session_name":"WT_SESSION.checkpoint","category":"WT_VERB_CHECKPOINT_PROGRESS","category_id":6,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"saving checkpoint snapshot min: 1, snapshot max: 1 snapshot count: 0, oldest timestamp: (0, 0) , meta checkpoint timestamp: (0, 0) base write gen: 7"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.062+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":62017,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"recovery checkpoint has successfully finished and ran for 22 milliseconds"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.062+00:00"},"s":"I",  "c":"WTRECOV",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":{"ts_sec":1773682171,"ts_usec":62132,"thread":"1:0x77dc59635c80","session_name":"txn-recover","category":"WT_VERB_RECOVERY_PROGRESS","category_id":30,"verbose_level":"DEBUG_1","verbose_level_id":1,"msg":"recovery was completed successfully and took 305ms, including 281ms for the log replay, 0ms for the rollback to stable, and 22ms for the checkpoint."}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.064+00:00"},"s":"I",  "c":"STORAGE",  "id":4795906, "ctx":"initandlisten","msg":"WiredTiger opened","attr":{"durationMillis":421}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.064+00:00"},"s":"I",  "c":"RECOVERY", "id":23987,   "ctx":"initandlisten","msg":"WiredTiger recoveryTimestamp","attr":{"recoveryTimestamp":{"$timestamp":{"t":0,"i":0}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.076+00:00"},"s":"W",  "c":"CONTROL",  "id":22184,   "ctx":"initandlisten","msg":"Soft rlimits for open file descriptors too low","attr":{"currentValue":1024,"recommendedMinimum":64000},"tags":["startupWarnings"]}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.085+00:00"},"s":"I",  "c":"NETWORK",  "id":4915702, "ctx":"initandlisten","msg":"Updated wire specification","attr":{"oldSpec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":0,"maxWireVersion":21},"outgoing":{"minWireVersion":6,"maxWireVersion":21},"isInternalClient":true},"newSpec":{"incomingExternalClient":{"minWireVersion":0,"maxWireVersion":21},"incomingInternalClient":{"minWireVersion":21,"maxWireVersion":21},"outgoing":{"minWireVersion":21,"maxWireVersion":21},"isInternalClient":true}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.087+00:00"},"s":"I",  "c":"REPL",     "id":5853300, "ctx":"initandlisten","msg":"current featureCompatibilityVersion value","attr":{"featureCompatibilityVersion":"7.0","context":"startup"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.088+00:00"},"s":"I",  "c":"STORAGE",  "id":5071100, "ctx":"initandlisten","msg":"Clearing temp directory"}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.089+00:00"},"s":"I",  "c":"CONTROL",  "id":6608200, "ctx":"initandlisten","msg":"Initializing cluster server parameters from disk"}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.089+00:00"},"s":"I",  "c":"CONTROL",  "id":20536,   "ctx":"initandlisten","msg":"Flow Control is enabled on this deployment"}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.089+00:00"},"s":"I",  "c":"FTDC",     "id":20625,   "ctx":"initandlisten","msg":"Initializing full-time diagnostic data capture","attr":{"dataDirectory":"/data/db/diagnostic.data"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.092+00:00"},"s":"I",  "c":"REPL",     "id":6015317, "ctx":"initandlisten","msg":"Setting new configuration state","attr":{"newState":"ConfigReplicationDisabled","oldState":"ConfigPreStart"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.092+00:00"},"s":"I",  "c":"STORAGE",  "id":22262,   "ctx":"initandlisten","msg":"Timestamp monitor starting"}
migration_db     |  7   Billing Amount      54966 non-null  float64       
migration_db     |  8   Room Number         54966 non-null  int64         
migration_db     |  9   Admission Type      54966 non-null  str           
migration_db     |  10  Discharge Date      54966 non-null  datetime64[us]
migration_db     |  11  Medication          54966 non-null  str           
migration_db     |  12  Test Results        54966 non-null  str           
migration_db     |  13  id_p                54966 non-null  int64         
migration_db     | dtypes: datetime64[us](2), float64(1), int64(3), object(1), str(7)
migration_db     | memory usage: 5.9+ MB
migration_db     | None
migration_db     | => Le dataframe comprend 0 ligne(s) dupliquée(s)
migration_db     | 
migration_db     | => Le dataframe comprend 54944 lignes et 7 colonnes
migration_db     | 
migration_db     | 
migration_db     | => Affichage du nombre d'occurrences de chaque valeur possible des colonnes catégorielles
migration_db     | 
migration_db     | <class 'pandas.DataFrame'>
migration_db     | RangeIndex: 54944 entries, 0 to 54943
migration_db     | Data columns (total 7 columns):
migration_db     |  #   Column      Non-Null Count  Dtype 
migration_db     | ---  ------      --------------  ----- 
migration_db     |  0   _id         54944 non-null  object
migration_db     |  1   id_p        54944 non-null  int64 
migration_db     |  2   id_h        54944 non-null  int64 
migration_db     |  3   Name        54944 non-null  str   
migration_db     |  4   Age         54944 non-null  int64 
migration_db     |  5   Gender      54944 non-null  str   
migration_db     |  6   Blood Type  54944 non-null  str   
migration_db     | dtypes: int64(3), object(1), str(3)
migration_db     | memory usage: 2.9+ MB
migration_db     | None
mongo            | {"t":{"$date":"2026-03-16T17:29:31.094+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"/tmp/mongodb-27017.sock"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.094+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"0.0.0.0"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.094+00:00"},"s":"I",  "c":"NETWORK",  "id":23016,   "ctx":"listener","msg":"Waiting for connections","attr":{"port":27017,"ssl":"off"}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.094+00:00"},"s":"I",  "c":"CONTROL",  "id":8423403, "ctx":"initandlisten","msg":"mongod startup complete","attr":{"Summary of time elapsed":{"Startup from clean shutdown?":true,"Statistics":{"Transport layer setup":"0 ms","Run initial syncer crash recovery":"0 ms","Create storage engine lock file in the data directory":"0 ms","Get metadata describing storage engine":"0 ms","Validate options in metadata against current startup options":"0 ms","Create storage engine":"422 ms","Write current PID to file":"9 ms","Initialize FCV before rebuilding indexes":"8 ms","Drop abandoned idents and get back indexes that need to be rebuilt or builds that need to be restarted":"0 ms","Rebuild indexes for collections":"0 ms","Load cluster parameters from disk for a standalone":"0 ms","Build user and roles graph":"0 ms","Verify indexes for admin.system.users collection":"0 ms","Set up the background thread pool responsible for waiting for opTimes to be majority committed":"0 ms","Initialize information needed to make a mongod instance shard aware":"0 ms","Start up the replication coordinator":"2 ms","Start transport layer":"0 ms","_initAndListen total elapsed time":"458 ms"}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.315+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50020","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"eb507928-3fd0-4f43-bff0-598bcb1be628"}},"connectionId":1,"connectionCount":1}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.316+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"172.20.0.3:50020","client":"conn1","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.317+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn1","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50020","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.323+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50032","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"dc21491f-f3d7-40ef-b978-3cd9eb374abe"}},"connectionId":2,"connectionCount":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.323+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn2","msg":"client metadata","attr":{"remote":"172.20.0.3:50032","client":"conn2","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.324+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50048","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"08a5d349-31e2-44ea-92bd-e6b8d8b8e141"}},"connectionId":3,"connectionCount":3}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.324+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn2","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50032","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.327+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn3","msg":"client metadata","attr":{"remote":"172.20.0.3:50048","client":"conn3","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.329+00:00"},"s":"I",  "c":"ACCESS",   "id":6788604, "ctx":"conn3","msg":"Auth metrics report","attr":{"metric":"acquireUser","micros":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.335+00:00"},"s":"I",  "c":"ACCESS",   "id":5286306, "ctx":"conn3","msg":"Successfully authenticated","attr":{"client":"172.20.0.3:50048","isSpeculative":true,"isClusterMember":false,"mechanism":"SCRAM-SHA-256","user":"admin_hp","db":"admin","result":0,"metrics":{"conversation_duration":{"micros":5624,"summary":{"0":{"step":1,"step_total":2,"duration_micros":166},"1":{"step":2,"step_total":2,"duration_micros":24}}}},"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}},"extraInfo":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.406+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn3","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":70}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.406+00:00"},"s":"I",  "c":"STORAGE",  "id":20320,   "ctx":"conn3","msg":"createCollection","attr":{"namespace":"pcare_db.patient","uuidDisposition":"generated","uuid":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"options":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:31.428+00:00"},"s":"I",  "c":"REPL",     "id":7360102, "ctx":"conn3","msg":"Added oplog entry for create to transaction","attr":{"namespace":"pcare_db.$cmd","uuid":{"uuid":{"$uuid":"a9dffcfb-65f4-4849-8b3c-0294bd987d2e"}},"object":{"create":"patient","idIndex":{"v":2,"key":{"_id":1},"name":"_id_"}}}}
